CL_RN,COMERCIO_CON_MAS_CONSUMO,LIM_CREDITO,ANIO_COSECHA,COD_MORA,PAGO_CONTADO,METAL_TJT,COD_RANGO_EDAD
2516,GASOLINERAS,10000.0,2021,0,S,5,5.0
2517,GASOLINERAS,10000.0,2021,0,N,5,5.0
2518,ENTRETENIMIENTO - DEPORTES,11440.0,2018,0,N,5,6.0
2518,ENTRETENIMIENTO - DEPORTES,35104.0,2017,0,N,5,6.0
2519,SUPERMERCADOS,26232.0,2018,0,N,4,9.0
2519,SUPERMERCADOS,29752.0,2021,0,N,1,9.0
2520,SUPERMERCADOS,26216.0,2022,0,N,1,8.0
2520,SUPERMERCADOS,93600.0,2009,0,N,2,8.0
2521,TELECOMUNICACIONES,17160.0,2019,0,N,4,9.0
2522,RESTAURANTES,6000.0,2021,0,N,5,5.0
2523,SUPERMERCADOS,13000.0,2019,0,N,4,9.0
2524,COMIDA/ABARROTES,7256.0,2022,0,S,5,11.0
2525,TELECOMUNICACIONES,37696.0,2022,0,N,1,8.0
2526,GOBIERNO,34200.0,2019,0,N,1,6.0
2527,MEDICINA,20000.0,2021,0,N,5,5.0
2528,CONSTRUCCIÓN,73944.0,2022,0,N,2,6.0
2529,RESTAURANTES,8000.0,2022,0,S,5,6.0
2530,SUPERMERCADOS,7800.0,2019,0,N,5,5.0
2531,TELECOMUNICACIONES,80000.0,2020,0,N,3,8.0
2532,SUPERMERCADOS,8248.0,2021,0,N,5,5.0
2533,GASOLINERAS,80000.0,2021,0,S,2,9.0
2534,RESTAURANTES,46800.0,2011,0,N,4,5.0
2535,GASOLINERAS,5944.0,2022,0,N,5,5.0
2536,RESTAURANTES,6000.0,2010,0,N,5,5.0
2537,REGALOS,34200.0,2018,0,N,6,7.0
2538,GASOLINERAS,8960.0,2021,0,N,6,7.0
2538,GASOLINERAS,14160.0,2019,0,N,5,7.0
2539,RESTAURANTES,17104.0,2015,0,N,6,6.0
2540,COMIDA/ABARROTES,22880.0,2021,0,N,1,6.0
2541,SUPERMERCADOS,14920.0,2022,0,S,4,8.0
2542,EDUCACIÓN,6000.0,2022,0,N,6,6.0
2543,TELECOMUNICACIONES,8200.0,2016,0,N,6,9.0
2543,TELECOMUNICACIONES,9016.0,2020,0,N,6,9.0
2544,SUPERMERCADOS,20584.0,2020,0,N,4,6.0
2545,RESTAURANTES,4000.0,2021,0,N,6,5.0
2546,GOBIERNO,31200.0,2012,0,N,4,12.0
2547,TRANSPORTE,95920.0,2012,0,N,5,5.0
2548,MATERIALES/EQUIPOS DE OFICINA,68720.0,2019,0,S,2,7.0
2549,TELECOMUNICACIONES,4000.0,2021,0,N,6,5.0
2550,RESTAURANTES,30160.0,2010,0,N,6,8.0
2551,RESTAURANTES,14256.0,2021,0,S,5,10.0
2552,ARTÍCULOS Y SERVICIOS PERSONALES,49920.0,2010,0,N,5,7.0
2553,TELECOMUNICACIONES,12000.0,2019,0,N,6,5.0
2554,SUPERMERCADOS,18496.0,2021,0,N,4,9.0
2555,SUPERMERCADOS,4000.0,2021,0,N,6,6.0
2556,AUTOMOTRIZ,124160.0,2010,0,N,6,7.0
2557,GASOLINERAS,48000.0,2010,0,S,4,11.0
2558,SUPERMERCADOS,10560.0,2021,0,N,5,5.0
2559,RESTAURANTES,12000.0,2021,0,N,4,8.0
2560,TRANSPORTE,36960.0,2021,0,N,4,5.0
2561,TELECOMUNICACIONES,6800.0,2021,0,S,5,6.0
2562,AUTOMOTRIZ,121600.0,2012,0,N,4,10.0
2563,MEDICINA,21120.0,2019,0,N,5,7.0
2564,SUPERMERCADOS,35960.0,2020,0,N,4,10.0
2565,TELECOMUNICACIONES,41280.0,2020,0,S,4,5.0
2566,RESTAURANTES,5280.0,2020,0,N,5,5.0
2567,COMIDA/ABARROTES,78000.0,2010,0,N,4,9.0
2568,SUPERMERCADOS,37200.0,2011,0,N,5,8.0
2569,ROPA/ACCESORIOS,30760.0,2020,0,N,3,6.0
2570,VENTAS EN AMBIENTES DE TARJETA AUSENTE,34320.0,2021,0,N,3,8.0
2570,VENTAS EN AMBIENTES DE TARJETA AUSENTE,40560.0,2017,0,N,5,8.0
2571,TRANSPORTE,10000.0,2011,0,N,5,7.0
2572,ROPA/ACCESORIOS,63680.0,2019,0,N,2,8.0
2573,GASOLINERAS,80000.0,2022,0,N,2,6.0
2574,CONSTRUCCIÓN,46800.0,2010,0,S,6,6.0
2575,SUPERMERCADOS,32600.0,2020,0,N,6,5.0
2576,MEDICINA,12352.0,2022,0,N,4,6.0
2577,SUPERMERCADOS,10000.0,2021,0,N,5,7.0
2578,COMIDA/ABARROTES,13520.0,2019,0,N,5,5.0
2579,RESTAURANTES,5200.0,2021,0,N,6,5.0
2580,RESTAURANTES,5000.0,2022,0,N,5,5.0
2581,TELECOMUNICACIONES,8000.0,2020,0,S,6,5.0
2581,TELECOMUNICACIONES,8800.0,2021,0,N,5,5.0
2582,CONSTRUCCIÓN,14192.0,2021,0,S,4,5.0
2583,TELECOMUNICACIONES,10400.0,2019,0,S,6,5.0
2584,RESTAURANTES,7800.0,2022,0,N,5,5.0
2585,TELECOMUNICACIONES,52384.0,2010,0,N,3,9.0
2586,TELECOMUNICACIONES,6000.0,2021,0,N,6,6.0
2587,SUPERMERCADOS,17520.0,2019,0,N,6,6.0
2588,RESTAURANTES,90000.0,2015,0,N,3,9.0
2589,AUTOMOTRIZ,104000.0,2020,0,N,3,9.0
2590,RESTAURANTES,10200.0,2019,0,S,6,6.0
2590,RESTAURANTES,11216.0,2021,0,S,5,6.0
2591,SUPERMERCADOS,4000.0,2021,0,N,6,6.0
2592,RESTAURANTES,54040.0,2018,0,S,4,5.0
2593,SERVICIOS FINANCIEROS,72000.0,2021,0,N,2,10.0
2594,TELECOMUNICACIONES,40000.0,2012,0,S,4,9.0
2595,ENTRETENIMIENTO - PARQUES,6000.0,2022,0,N,6,5.0
2596,TELECOMUNICACIONES,14440.0,2019,0,S,6,5.0
2597,RECURRENTES,10200.0,2017,0,S,6,4.0
2598,CONSTRUCCIÓN,9600.0,2019,0,N,5,8.0
2599,RESTAURANTES,132600.0,2013,0,N,3,10.0
2600,RECURRENTES,15536.0,2021,0,N,4,6.0
2601,MERCANCÍA GENERAL,16832.0,2020,0,N,4,7.0
2602,MASCOTAS/ANIMALES DOMÉSTICOS,12856.0,2022,0,N,4,11.0
2603,RESTAURANTES,11400.0,2012,0,N,5,8.0
2604,RESTAURANTES,52656.0,2015,0,S,4,8.0
2605,ALOJAMIENTO,136880.0,2012,0,N,4,9.0
2606,EDUCACIÓN,58480.0,2010,0,S,4,12.0
2606,EDUCACIÓN,99840.0,2011,0,S,3,12.0
2607,MERCANCÍA GENERAL,80000.0,2019,0,N,2,7.0
2608,RESTAURANTES,5200.0,2021,0,N,5,5.0
2609,RECURRENTES,10224.0,2020,0,N,5,5.0
2610,TELECOMUNICACIONES,38000.0,2021,0,N,3,5.0
2611,RECURRENTES,56416.0,2019,0,S,1,7.0
2612,RESTAURANTES,12000.0,2021,0,N,4,5.0
2613,RESTAURANTES,12720.0,2011,0,S,6,7.0
2614,TELECOMUNICACIONES,19800.0,2020,0,S,4,5.0
2614,TELECOMUNICACIONES,26960.0,2011,0,S,6,5.0
2615,ALOJAMIENTO,144000.0,2019,0,N,3,8.0
2616,RESTAURANTES,12664.0,2021,0,N,5,5.0
2617,MEDICINA,27600.0,2021,0,N,1,9.0
2618,MASCOTAS/ANIMALES DOMÉSTICOS,15600.0,2021,0,N,4,6.0
2619,TELECOMUNICACIONES,15000.0,2019,0,N,4,4.0
2620,GASOLINERAS,11680.0,2017,0,N,6,5.0
2621,SUPERMERCADOS,13200.0,2014,0,N,5,6.0
2621,SUPERMERCADOS,22000.0,2016,0,N,1,6.0
2622,MERCANCÍA GENERAL,22496.0,2021,0,S,4,6.0
2623,COMIDA/ABARROTES,16000.0,2021,0,N,4,9.0
2624,RESTAURANTES,51480.0,2010,0,N,5,8.0
2625,EDUCACIÓN,85160.0,2010,0,N,1,10.0
2626,ARTÍCULOS Y SERVICIOS PERSONALES,8000.0,2022,0,N,5,5.0
2627,RESTAURANTES,4000.0,2022,0,N,6,6.0
2628,TRANSPORTE,24000.0,2010,0,N,6,7.0
2629,TRANSPORTE,8000.0,2019,0,S,5,5.0
2630,RESTAURANTES,17880.0,2016,0,N,6,5.0
2630,RESTAURANTES,19664.0,2021,0,N,4,5.0
2631,GASOLINERAS,180000.0,2018,0,N,6,9.0
2632,RESTAURANTES,41144.0,2021,0,N,2,6.0
2633,RESTAURANTES,8000.0,2022,0,N,5,6.0
2634,ENTRETENIMIENTO,98400.0,2010,0,N,4,8.0
2635,RESTAURANTES,23096.0,2021,0,S,1,7.0
2636,SUPERMERCADOS,8400.0,2019,0,S,6,5.0
2637,COMIDA/ABARROTES,7872.0,2022,0,N,5,7.0
2638,TELECOMUNICACIONES,23760.0,2010,0,N,6,6.0
2639,RESTAURANTES,8400.0,2017,0,S,6,10.0
2640,SUPERMERCADOS,36240.0,2010,0,N,6,5.0
2641,ARTÍCULOS PARA EL HOGAR,7800.0,2015,0,N,6,8.0
2641,ARTÍCULOS PARA EL HOGAR,12000.0,2017,0,N,5,8.0
2642,SUPERMERCADOS,23304.0,2021,0,N,1,10.0
2643,SUPERMERCADOS,28600.0,2022,0,N,1,5.0
2644,ARTÍCULOS Y SERVICIOS PERSONALES,276000.0,2015,0,S,5,11.0
2645,ARTÍCULOS Y SERVICIOS PERSONALES,80000.0,2021,0,N,4,7.0
2646,SUPERMERCADOS,14000.0,2020,0,N,4,4.0
2647,MASCOTAS/ANIMALES DOMÉSTICOS,28984.0,2022,0,N,4,4.0
2649,SUPERMERCADOS,4400.0,2022,0,S,6,9.0
2650,GASOLINERAS,12744.0,2021,0,N,5,6.0
2650,GASOLINERAS,14016.0,2022,0,N,4,6.0
2651,TIENDAS/ALMACENES DEPARTAMENTALES,5800.0,2021,0,N,6,5.0
2652,ARTÍCULOS PARA EL HOGAR,8000.0,2022,0,N,5,5.0
2653,COMIDA/ABARROTES,72440.0,2020,0,N,2,7.0
2654,RESTAURANTES,22440.0,2020,0,N,1,5.0
2655,RESTAURANTES,91360.0,2016,0,N,4,6.0
2656,RESTAURANTES,8000.0,2022,0,N,5,7.0
2657,COMIDA/ABARROTES,10560.0,2021,0,N,6,9.0
2658,MERCANCÍA GENERAL,12320.0,2020,0,N,4,6.0
2659,TELECOMUNICACIONES,11400.0,2016,0,N,6,7.0
2660,TELECOMUNICACIONES,14800.0,2012,0,N,5,5.0
2661,ARTÍCULOS Y SERVICIOS PERSONALES,10000.0,2021,0,N,5,6.0
2662,ALOJAMIENTO,23400.0,2010,0,N,6,5.0
2663,ALOJAMIENTO,52640.0,2017,0,N,6,9.0
2663,ALOJAMIENTO,62248.0,1999,0,N,3,9.0
2664,RESTAURANTES,6000.0,2021,0,N,5,9.0
2665,ARTÍCULOS Y SERVICIOS PERSONALES,54000.0,2011,0,N,4,5.0
2666,MEDICINA,4000.0,2021,0,S,6,5.0
2667,TELECOMUNICACIONES,49496.0,2019,0,N,6,9.0
2668,ALOJAMIENTO,41600.0,2021,0,S,2,4.0
2669,RESTAURANTES,14040.0,2019,0,N,5,5.0
2670,RECURRENTES,15576.0,2020,0,N,4,4.0
2671,SUPERMERCADOS,5000.0,2022,0,N,6,6.0
2672,RESTAURANTES,4000.0,2022,0,N,6,5.0
2673,MEDICINA,15120.0,2021,0,S,4,6.0
2674,EDUCACIÓN,7000.0,2021,0,N,5,5.0
2675,RESTAURANTES,40900.0,2014,0,N,5,6.0
2676,SUPERMERCADOS,28560.0,2012,0,S,6,7.0
2677,SUPERMERCADOS,6000.0,2021,0,N,6,5.0
2678,RESTAURANTES,64000.0,2017,0,N,4,9.0
2679,TELECOMUNICACIONES,20944.0,2021,0,N,4,6.0
2679,TELECOMUNICACIONES,35600.0,2021,0,N,4,6.0
2680,RESTAURANTES,43736.0,2022,0,N,1,4.0
2681,RESTAURANTES,26728.0,2020,0,N,6,6.0
2681,RESTAURANTES,31560.0,2011,0,N,6,6.0
2682,RESTAURANTES,47256.0,2011,0,S,5,11.0
2683,AUTOMOTRIZ,10000.0,2021,0,N,5,7.0
2684,RESTAURANTES,80000.0,2021,0,N,2,7.0
2685,RESTAURANTES,58800.0,2011,0,N,6,5.0
2686,EDUCACIÓN,9264.0,2021,0,N,5,7.0
2687,RESTAURANTES,104000.0,2011,0,N,3,7.0
2688,RESTAURANTES,4000.0,2011,0,N,6,5.0
2689,OTROS BIENES Y SERVICIOS,80000.0,2021,0,N,2,8.0
2690,CONSTRUCCIÓN,80000.0,2018,0,N,4,9.0
2691,SUPERMERCADOS,6000.0,2011,0,S,6,11.0
2692,SUPERMERCADOS,11400.0,2011,0,N,6,7.0
2693,SUPERMERCADOS,29160.0,2019,0,N,4,6.0
2694,JOYERÍAS,11600.0,2012,0,N,6,8.0
2694,JOYERÍAS,80000.0,2015,0,N,1,8.0
2694,JOYERÍAS,155000.0,2012,0,N,4,8.0
2695,RESTAURANTES,20344.0,2021,0,N,2,7.0
2696,ROPA/ACCESORIOS,28752.0,2020,0,S,1,10.0
2697,RESTAURANTES,30400.0,2012,0,N,5,10.0
2698,TELECOMUNICACIONES,12000.0,2020,0,S,6,5.0
2699,GASOLINERAS,24576.0,2019,0,N,4,6.0
2699,GASOLINERAS,27032.0,2022,0,N,1,6.0
2700,RESTAURANTES,16320.0,2021,0,N,4,5.0
2701,ENTRETENIMIENTO - PARQUES,20400.0,2011,0,N,6,7.0
2702,SUPERMERCADOS,14144.0,2020,0,N,4,7.0
2703,GASOLINERAS,24000.0,2019,1,N,4,5.0
2704,MEDICINA,31080.0,2022,0,S,1,6.0
2705,RESTAURANTES,104000.0,2019,0,N,6,9.0
2706,SUPERMERCADOS,40000.0,2021,0,S,2,8.0
2707,RESTAURANTES,44000.0,2021,0,N,3,6.0
2708,TIENDAS/ALMACENES DEPARTAMENTALES,11224.0,2022,0,N,5,5.0
2709,SUPERMERCADOS,80000.0,2022,0,N,2,5.0
2710,AUTOMOTRIZ,41080.0,2013,0,N,6,8.0
2711,ENTRETENIMIENTO - PARQUES,12000.0,2018,0,S,6,6.0
2712,RESTAURANTES,14400.0,2012,0,N,4,7.0
2712,RESTAURANTES,85760.0,2019,0,S,6,7.0
2713,SUPERMERCADOS,12600.0,2014,0,N,5,8.0
2714,TELECOMUNICACIONES,10120.0,2016,0,N,6,10.0
2715,SUPERMERCADOS,62104.0,2012,0,N,5,5.0
2716,AUTOMOTRIZ,35720.0,2018,0,N,5,7.0
2717,ROPA/ACCESORIOS,42000.0,2022,0,N,2,9.0
2718,GASOLINERAS,4000.0,2021,0,N,6,8.0
2719,SUPERMERCADOS,32000.0,2022,0,N,1,4.0
2720,TELECOMUNICACIONES,8840.0,2019,0,S,6,8.0
2721,SUPERMERCADOS,80000.0,2021,0,N,2,6.0
2722,TIENDAS/ALMACENES DEPARTAMENTALES,32400.0,2015,0,N,6,11.0
2723,GASOLINERAS,11520.0,2022,0,N,6,5.0
2724,ENTRETENIMIENTO - PARQUES,50832.0,2021,0,N,2,5.0
2725,VENTAS EN AMBIENTES DE TARJETA AUSENTE,47600.0,2020,0,S,1,6.0
2727,SUPERMERCADOS,35496.0,2011,0,N,6,8.0
2728,ALOJAMIENTO,460000.0,2017,0,N,4,9.0
2729,MAYORISTAS,26000.0,2021,0,N,1,5.0
2730,SUPERMERCADOS,7152.0,2020,0,N,5,5.0
2730,SUPERMERCADOS,18760.0,2019,0,N,6,5.0
2731,RESTAURANTES,18688.0,2022,0,N,5,5.0
2732,RESTAURANTES,4000.0,2021,0,N,6,6.0
2733,COMIDA/ABARROTES,20240.0,2019,0,N,4,5.0
2734,RESTAURANTES,5200.0,2014,0,N,6,11.0
2735,SUPERMERCADOS,123200.0,2011,0,N,3,10.0
2736,AUTOMOTRIZ,34704.0,2021,0,S,4,8.0
2737,TRANSPORTE,28800.0,2020,0,S,5,7.0
2738,SUPERMERCADOS,4000.0,2020,0,N,6,8.0
2739,SUPERMERCADOS,80000.0,2021,0,S,3,6.0
2740,RESTAURANTES,20000.0,2018,0,N,4,9.0
2741,GASOLINERAS,76040.0,2012,0,N,5,8.0
2741,GASOLINERAS,80000.0,2022,0,N,2,8.0
2742,ARTÍCULOS Y SERVICIOS PERSONALES,72496.0,2020,0,N,3,7.0
2743,SUPERMERCADOS,29704.0,2011,0,N,5,9.0
2744,MERCANCÍA GENERAL,5000.0,2019,0,N,5,8.0
2745,COMIDA/ABARROTES,6000.0,2021,0,N,6,7.0
2746,TELECOMUNICACIONES,4000.0,2021,0,S,6,5.0
2747,RESTAURANTES,5160.0,2020,0,N,6,5.0
2748,TELECOMUNICACIONES,73600.0,2011,0,N,5,7.0
2749,RESTAURANTES,30000.0,2020,0,N,6,5.0
2750,RESTAURANTES,12000.0,2020,0,N,4,7.0
2751,SUPERMERCADOS,30000.0,2019,0,N,4,5.0
2752,ALOJAMIENTO,87880.0,2011,0,N,3,6.0
2753,SUPERMERCADOS,8200.0,2015,0,N,6,7.0
2754,SUPERMERCADOS,19840.0,2020,0,N,4,5.0
2755,SUPERMERCADOS,60840.0,2011,0,N,6,7.0
2756,SUPERMERCADOS,32000.0,2022,0,S,1,5.0
2757,GASOLINERAS,203400.0,2011,0,N,4,9.0
2758,TELECOMUNICACIONES,11416.0,2021,0,N,5,5.0
2759,MERCANCÍA GENERAL,26104.0,2021,0,N,4,6.0
2760,RESTAURANTES,39320.0,2019,0,N,6,5.0
2761,RESTAURANTES,157304.0,2020,0,N,3,6.0
2762,GASOLINERAS,8000.0,2016,0,N,6,6.0
2763,RESTAURANTES,39520.0,2021,0,S,6,5.0
2764,RESTAURANTES,4000.0,2022,0,N,6,6.0
2765,MEDICINA,25320.0,2019,0,N,5,12.0
2766,TELECOMUNICACIONES,10560.0,2019,0,N,5,5.0
2766,TELECOMUNICACIONES,28800.0,2011,0,N,6,5.0
2767,RESTAURANTES,23200.0,2017,0,N,2,9.0
2768,SUPERMERCADOS,13032.0,2022,0,N,4,8.0
2769,REGALOS,30000.0,2016,0,N,4,8.0
2769,REGALOS,41600.0,2016,0,N,1,8.0
2770,GASTOS DE VIAJE,120000.0,2019,0,N,2,10.0
2771,TRANSPORTE,72000.0,2011,0,N,3,12.0
2772,GASOLINERAS,8000.0,2017,0,N,5,11.0
2773,SUPERMERCADOS,120000.0,2020,0,N,3,7.0
2774,MEDICINA,6400.0,2011,0,N,6,8.0
2775,MATERIALES/EQUIPOS DE OFICINA,14120.0,2019,0,S,5,9.0
2776,ALOJAMIENTO,8000.0,2017,0,S,5,5.0
2777,ELECTRÓNICA,6000.0,2021,0,S,5,4.0
2778,ENTRETENIMIENTO - PARQUES,80000.0,2022,0,N,2,6.0
2779,RESTAURANTES,224000.0,2015,0,N,3,7.0
2780,RESTAURANTES,6000.0,2011,0,N,6,5.0
2781,RECURRENTES,13968.0,2021,0,N,4,7.0
2782,RESTAURANTES,31200.0,2020,0,N,6,7.0
2783,ALOJAMIENTO,13000.0,2022,0,S,4,5.0
2784,TELECOMUNICACIONES,103720.0,2018,0,N,3,6.0
2785,TELECOMUNICACIONES,65520.0,2019,0,N,3,5.0
2786,RESTAURANTES,5496.0,2021,0,S,5,8.0
2787,ENTRETENIMIENTO,65000.0,2021,0,N,3,6.0
2788,ALOJAMIENTO,4296.0,2021,0,N,6,6.0
2789,TRANSPORTE,53640.0,2021,0,N,3,8.0
2790,SUPERMERCADOS,7200.0,2016,0,N,6,8.0
2790,SUPERMERCADOS,9600.0,2015,0,N,6,8.0
2791,AUTOMOTRIZ,153080.0,2013,0,N,2,8.0
2792,AUTOMOTRIZ,29936.0,2012,0,N,5,7.0
2793,TRANSPORTE,8320.0,2012,0,N,5,8.0
2794,TRANSPORTE,10000.0,2019,0,N,5,5.0
2795,SUPERMERCADOS,231600.0,2010,0,N,2,6.0
2796,PLANTAS,6000.0,2019,0,S,6,6.0
2797,TELECOMUNICACIONES,4400.0,2011,0,N,6,5.0
2798,RESTAURANTES,60080.0,2020,0,N,1,6.0
2799,SUPERMERCADOS,28280.0,2020,0,S,6,5.0
2799,SUPERMERCADOS,31104.0,2022,0,N,1,5.0
2800,TIENDAS/ALMACENES DEPARTAMENTALES,16504.0,2012,0,S,6,6.0
2801,RESTAURANTES,17720.0,2011,0,N,6,5.0
2802,SUPERMERCADOS,8000.0,2022,0,N,5,5.0
2803,TRANSPORTE,6760.0,2017,0,N,6,5.0
2804,SUPERMERCADOS,9816.0,2022,0,N,6,6.0
2805,SUPERMERCADOS,8200.0,2021,0,N,6,5.0
2806,RESTAURANTES,8000.0,2019,0,N,5,7.0
2807,TELECOMUNICACIONES,4520.0,2021,0,S,6,5.0
2808,ARTÍCULOS Y SERVICIOS PERSONALES,6000.0,2021,0,S,5,5.0
2810,AUTOMOTRIZ,12600.0,2022,0,N,4,6.0
2811,ENTRETENIMIENTO,22280.0,2021,0,N,4,5.0
2812,RESTAURANTES,30336.0,2021,0,N,4,6.0
2813,TIENDAS/ALMACENES DEPARTAMENTALES,16360.0,2020,0,N,5,7.0
2814,RESTAURANTES,13736.0,2020,0,N,5,4.0
2815,AUTOMOTRIZ,16000.0,2021,0,S,6,5.0
2816,RESTAURANTES,38504.0,2019,0,N,1,5.0
2817,CONSTRUCCIÓN,15440.0,2019,0,N,5,5.0
2818,TIENDAS/ALMACENES DEPARTAMENTALES,33640.0,2011,0,N,5,5.0
2819,RESTAURANTES,32000.0,2022,0,N,1,7.0
2820,MEDICINA,10000.0,2021,0,N,5,5.0
2821,SUPERMERCADOS,60320.0,2011,0,N,5,7.0
2822,RESTAURANTES,14296.0,2021,0,N,4,5.0
2823,RESTAURANTES,14576.0,2022,0,N,4,5.0
2824,TRANSPORTE,22960.0,2012,0,N,6,8.0
2825,ARTÍCULOS PARA EL HOGAR,5200.0,2016,0,N,6,10.0
2826,AUTOMOTRIZ,63280.0,2019,0,S,2,4.0
2827,OTROS BIENES Y SERVICIOS,56000.0,2020,0,N,4,5.0
2828,RESTAURANTES,7440.0,2021,0,N,5,5.0
2829,MERCANCÍA GENERAL,42904.0,2012,0,N,6,7.0
2830,MERCANCÍA GENERAL,4000.0,2014,0,S,6,9.0
2831,GASOLINERAS,12000.0,2022,0,N,4,11.0
2832,RESTAURANTES,10000.0,2021,0,N,6,6.0
2833,RESTAURANTES,32480.0,2014,0,N,6,7.0
2834,SUPERMERCADOS,21300.0,2016,0,N,4,5.0
2835,GASOLINERAS,80000.0,2022,0,N,2,6.0
2836,TELECOMUNICACIONES,20280.0,2011,0,N,6,5.0
2837,SUPERMERCADOS,21040.0,2015,0,S,6,11.0
2838,TRANSPORTE,4000.0,2022,0,N,6,5.0
2839,AUTOMOTRIZ,8248.0,2020,0,N,6,6.0
2840,MERCANCÍA GENERAL,31200.0,2011,0,S,4,9.0
2841,SUPERMERCADOS,20760.0,2021,0,N,4,5.0
2842,OTROS BIENES Y SERVICIOS,10144.0,2011,0,S,5,8.0
2843,ALOJAMIENTO,36400.0,2011,0,N,4,8.0
2843,ALOJAMIENTO,39000.0,2014,0,N,4,8.0
2844,SUPERMERCADOS,15880.0,2011,0,N,6,7.0
2845,RESTAURANTES,44840.0,2019,0,N,3,5.0
2846,PASATIEMPOS,39000.0,2012,0,N,6,6.0
2847,MEDICINA,8000.0,2020,0,N,6,5.0
2848,RESTAURANTES,26000.0,2019,0,N,4,5.0
2849,TRANSPORTE,43200.0,2011,0,S,4,8.0
2849,TRANSPORTE,196000.0,2016,0,N,3,8.0
2850,ELECTRÓNICA,224000.0,2011,0,N,4,9.0
2851,ARTÍCULOS PARA EL HOGAR,270400.0,2012,0,N,2,9.0
2852,SUPERMERCADOS,177400.0,2011,0,N,3,7.0
2853,ARTÍCULOS Y SERVICIOS PERSONALES,10080.0,2021,0,N,6,5.0
2854,SUPERMERCADOS,36000.0,2021,0,N,1,7.0
2855,MASCOTAS/ANIMALES DOMÉSTICOS,14080.0,2019,0,N,5,11.0
2856,MEDICINA,80000.0,2018,0,S,6,8.0
2857,MASCOTAS/ANIMALES DOMÉSTICOS,20096.0,2021,0,N,6,7.0
2858,RECURRENTES,13000.0,2016,0,N,4,5.0
2859,ENTRETENIMIENTO - PARQUES,19336.0,2022,0,N,6,5.0
2860,TELECOMUNICACIONES,14000.0,2020,0,N,5,5.0
2861,GOBIERNO,8600.0,2011,0,N,6,10.0
2862,EDUCACIÓN,24000.0,2011,0,N,6,8.0
2863,COMIDA/ABARROTES,6200.0,2011,0,N,6,6.0
2863,COMIDA/ABARROTES,12000.0,2012,0,N,6,6.0
2864,ENTREGA/ALMACENAJE/MUDANZAS,69296.0,2018,0,N,2,5.0
2865,SUPERMERCADOS,32000.0,2022,0,N,1,10.0
2866,TELECOMUNICACIONES,32000.0,2015,0,N,1,12.0
2867,TELECOMUNICACIONES,78000.0,2019,0,S,2,6.0
2868,ARTÍCULOS Y SERVICIOS PERSONALES,11880.0,2022,0,N,5,5.0
2869,ARTÍCULOS Y SERVICIOS PERSONALES,16584.0,2020,0,N,4,6.0
2870,SUPERMERCADOS,30000.0,2021,0,N,3,6.0
2871,OTROS BIENES Y SERVICIOS,22400.0,2012,0,N,5,9.0
2871,OTROS BIENES Y SERVICIOS,24640.0,2019,0,N,4,9.0
2872,SERVICIOS DE LIMPIEZA,52000.0,2014,0,N,5,11.0
2873,GASOLINERAS,7504.0,2019,0,N,6,8.0
2874,SUPERMERCADOS,5000.0,2021,0,N,6,6.0
2875,EDUCACIÓN,4000.0,2011,0,N,5,7.0
2876,TIENDAS/ALMACENES DEPARTAMENTALES,80000.0,2021,0,N,2,5.0
2877,AUTOMOTRIZ,50640.0,2011,0,N,5,9.0
2878,ENTRETENIMIENTO - PARQUES,50000.0,2021,0,N,3,5.0
2879,RESTAURANTES,4800.0,2017,0,N,6,8.0
2879,RESTAURANTES,15200.0,2012,0,N,6,8.0
2880,TELECOMUNICACIONES,35840.0,2017,0,N,5,6.0
2881,MERCANCÍA GENERAL,78304.0,2021,0,N,1,8.0
2882,GASOLINERAS,4000.0,2021,0,N,6,7.0
2883,SUPERMERCADOS,75400.0,2021,0,N,2,6.0
2884,PLANTAS,8000.0,2022,0,S,6,9.0
2885,SUPERMERCADOS,4000.0,2019,0,S,6,9.0
2886,AUTOMOTRIZ,6496.0,2022,0,N,5,9.0
2887,RESTAURANTES,40800.0,2020,0,N,6,6.0
2888,GASTOS DE VIAJE,8960.0,2015,0,N,5,7.0
2889,ROPA/ACCESORIOS,53040.0,2011,0,N,6,6.0
2890,RESTAURANTES,5600.0,2015,0,N,6,10.0
2891,GASOLINERAS,15600.0,2011,0,N,6,9.0
2892,RESTAURANTES,12000.0,2017,0,S,5,6.0
2893,ARTÍCULOS Y SERVICIOS PERSONALES,8800.0,2020,0,N,5,11.0
2894,TRANSPORTE,54560.0,2011,0,N,5,5.0
2895,AUTOMOTRIZ,16200.0,2011,0,S,6,5.0
2896,SUPERMERCADOS,80000.0,2017,0,N,3,12.0
2896,SUPERMERCADOS,119960.0,2019,0,N,2,12.0
2897,MEDICINA,20800.0,2020,0,S,1,6.0
2898,RESTAURANTES,40040.0,2011,0,N,6,8.0
2898,RESTAURANTES,50480.0,2017,0,N,4,8.0
2899,SUPERMERCADOS,27000.0,2017,0,N,6,6.0
2899,SUPERMERCADOS,29696.0,2021,0,N,4,6.0
2900,RESTAURANTES,180000.0,2011,0,N,3,10.0
2901,ORGANISMOS,8000.0,2022,0,N,5,5.0
2902,RESTAURANTES,11640.0,2011,0,N,5,7.0
2903,RESTAURANTES,15512.0,2019,0,N,6,5.0
2904,SUPERMERCADOS,20400.0,2012,0,N,5,11.0
2905,RESTAURANTES,31200.0,2011,0,N,5,6.0
2906,MEDICINA,119200.0,2016,0,N,4,10.0
